players,nation,name,full_names,r1,r2
GJ Thompson,Ireland,Greg Thompson,Greg James Thompson,G Thompson,GJ Thompson
AL Kerrison,Ireland,Anna Kerrison,Anna Louise Kerrison,A Kerrison,AL Kerrison
J Little,Ireland,Joshua Little,Joshua Brian Little,J Little,JB Little
G Dempsey,Ireland,Georgina Dempsey,Georgina Dempsey,G Dempsey,Georgina Dempsey
SR Thompson,Ireland,Stuart Thompson,Stuart Robert Thompson,S Thompson,SR Thompson
SP Terry,Ireland,Sean Terry,Sean Paul Terry,S Terry,SP Terry
SM Kavanagh,Ireland,Shauna Kavanagh,Shauna Maire Kavanagh,S Kavanagh,SM Kavanagh
B White,Ireland,Ben White,Benjamin Charlie White,B White,BC White
CJ Metcalfe,Ireland,Ciara Metcalfe,Ciara Johanna Metcalfe,C Metcalfe,CJ Metcalfe
KED Carroll,Ireland,Kenny Carroll,Kenneth Edward Desmond Carroll,K Carroll,KED Carroll
AC Botha,Ireland,Andre Botha,Andre Cornelius Botha,A Botha,AC Botha
D Langford-Smith,Ireland,Dave Langford-Smith,David Langford-Smith,D Langford-Smith,David Langford-Smith
HE Whelan,Ireland,Heather Whelan,Heather Elizabeth Whelan,H Whelan,HE Whelan
TE Kane,Ireland,Tyrone Kane,Tyrone Edward Kane,T Kane,TE Kane
AR Cusack,Ireland,Alex Cusack,Alex Richard Cusack,A Cusack,AR Cusack
Rachel Delaney,Ireland,Rachel Delaney,Rachel Delaney,R Delaney,Rachel Delaney
MJ Humphreys,Ireland,Matthew Humphreys,Matthew James Humphreys,M Humphreys,MJ Humphreys
JA McCollum,Ireland,James McCollum,James Alexander McCollum,J McCollum,JA McCollum
MJ Fourie,Ireland,Thinus Fourie,Marthinus Jacobus Fourie,T Fourie,MJ Fourie
SW Poynter,Ireland,Stuart Poynter,Stuart William Poynter,S Poynter,SW Poynter
HT Tector,Ireland,Harry Tector,Harry Tom Tector,H Tector,HT Tector
S MacMahon,Ireland,Sophie MacMahon,Sophie MacMahon,S MacMahon,Sophie MacMahon
DA Rankin,Ireland,David Rankin,David Andrew Rankin,D Rankin,DA Rankin
MEMO Scott-Hayward,Ireland,Melissa Scott-Hayward,Melissa Erica Maria O'Carroll Scott-Hayward,M Scott-Hayward,MEMO Scott-Hayward
GI Hume,Ireland,Graham Hume,Graham Ian Hume,G Hume,GI Hume
ELC Flanagan,Ireland,Emma Flanagan,Emma Louise Carolyn Flanagan,E Flanagan,ELC Flanagan
MR Adair,Ireland,Mark Adair,Mark Richard Adair,M Adair,MR Adair
A Canning,Ireland,Ava Canning,0,A Canning,0
RD McCann,Ireland,Rory McCann,Rory Desmond McCann,R McCann,RD McCann
MT Herbert,Ireland,Marianne Herbert,Marianne Theresa Herbert,M Herbert,MT Herbert
RA Rolfe,Ireland,Rebecca Rolfe,Rebecca Alana Rolfe,R Rolfe,RA Rolfe
J Gray,Ireland,Jennifer Gray,Jennifer Gray,J Gray,Jennifer Gray
C Campher,Ireland,Curtis Campher,Curtis Campher,C Campher,Curtis Campher
NJ Coffey,Ireland,Nicola Coffey,Nicola Jane Coffey,N Coffey,NJ Coffey
JF Mooney,Ireland,John Mooney,John Francis Mooney,J Mooney,JF Mooney
S Forbes,Ireland,Sarah Forbes,0,S Forbes,0
W McClintock,Ireland,William McClintock,William McClintock,W McClintock,William McClintock
AN Kelly,Ireland,Arlene Kelly,Arlene Nora Kelly,A Kelly,AN Kelly
C Olphert,Ireland,Conor Olphert,Conor Olphert,C Olphert,Conor Olphert
A Hunter,Ireland,Amy Hunter,Amy Hunter,A Hunter,Amy Hunter
M Commins,Ireland,Murray Commins,Murray Commins,M Commins,Murray Commins
J Cameron-Dow,Ireland,James Cameron-Dow,James Cameron-Dow,J Cameron-Dow,James Cameron-Dow
A Dalzell,Ireland,Alana Dalzell,Alana Dalzell,A Dalzell,Alana Dalzell
EJ Tice,Ireland,Elena Tice,Elena Joy Tice,E Tice,EJ Tice
NJ O'Brien,Ireland,Niall O'Brien,Niall John O'Brien,N O'Brien,NJ O'Brien
Simi Singh,Ireland,Simi Singh,"Simranjit ""Simi"" Singh",S Singh,"S"" Singh"
PJK Mooney,Ireland,Paul Mooney,Paul John Kevin Mooney,P Mooney,PJK Mooney
CNIM Joyce,Ireland,Cecelia Joyce,Cecelia Nora Isobel Mary Joyce,C Joyce,CNIM Joyce
GH Lewis,Ireland,Gaby Lewis,Gaby Hollis Lewis,G Lewis,GH Lewis
WTS Porterfield,Ireland,William Porterfield,William Thomas Stuart Porterfield,W Porterfield,WTS Porterfield
TJ Murtagh,Ireland,Tim Murtagh,Timothy James Murtagh,T Murtagh,TJ Murtagh
L Little,Ireland,Louise Little,Louise Little,L Little,Louise Little
A Martel,Guernsey,Adam Martel,0,A Martel,0
C Jennings,Guernsey,Claire Jennings,0,C Jennings,0
B Wentzel,Guernsey,Ben Wentzel,0,B Wentzel,0
J Butler,Guernsey,Josh Butler,Josh Butler,J Butler,Josh Butler
M Breban,Guernsey,Matthew Breban,0,M Breban,0
T Kirk,Guernsey,Thomas Kirk,0,T Kirk,0
B Fitchet,Guernsey,Ben Fitchet,Ben Fitchet,B Fitchet,Ben Fitchet
A Bushell,Guernsey,Alex Bushell,0,A Bushell,0
F Bulpitt,Guernsey,Francesca Bulpitt,0,F Bulpitt,0
C Milner,Guernsey,Charlotte Milner,0,C Milner,0
GH Smit,Guernsey,G. H. Smit,G. H. Smit,G H.,GH Smit
M Robinson,Guernsey,Molly Robinson,0,M Robinson,0
T Nightingale,Guernsey,Tom Nightingale,Tom Nightingale,T Nightingale,Tom Nightingale
R Hubbard,Guernsey,Rebecca Hubbard,0,R Hubbard,0
Emily Merrien,Guernsey,Emily Merrien,0,E Merrien,0
H Eulenkamp,Guernsey,Hannah Eulenkamp,0,H Eulenkamp,0
D Mullen,Guernsey,Dane Mullen,0,D Mullen,0
AS Wright,Guernsey,Ashley Wright,Ashley Spencer Wright,A Wright,AS Wright
W Peatfield,Guernsey,William Peatfield,William Peatfield,W Peatfield,William Peatfield
Rashid Khan,Afghanistan,Rashid Khan,Rashid Khan Arman,R Khan,RK Arman
Shapoor Zadran,Afghanistan,Shapoor Zadran,Shapoor Zadran,S Zadran,Shapoor Zadran
Azmatullah Omarzai,Afghanistan,Azmatullah Omarzai,Azmatullah Omarzai,A Omarzai,Azmatullah Omarzai
Ibrahim Zadran,Afghanistan,Ibrahim Zadran,Ibrahim Zadran,I Zadran,Ibrahim Zadran
Munir Ahmad,Afghanistan,Munir Ahmad,Munir Ahmad Kakar,M Ahmad,MA Kakar
Waqar Salamkheil,Afghanistan,Waqar Salamkheil,Waqar Salamkheil,W Salamkheil,Waqar Salamkheil
Mohammad Shahzad,Afghanistan,Mohammad Shahzad,Mohammad Shahzad Mohammadi,M Shahzad,MS Mohammadi
Mujeeb Ur Rahman,Afghanistan,Mujeeb Ur Rahman,Mujeeb Ur Rahman Zadran,M Ur,MUR Zadran
Darwish Rasooli,Afghanistan,Darwish Rasooli,Darwish Rasooli,D Rasooli,Darwish Rasooli
Afsar Zazai,Afghanistan,Afsar Zazai,Afsar Khan Zazai,A Zazai,AK Zazai
Ikram Alikhil,Afghanistan,Ikram Alikhil,Ikram Alikhil,I Alikhil,Ikram Alikhil
Usman Ghani,Afghanistan,Usman Ghani,Usman Ghani,U Ghani,Usman Ghani
Raees Ahmadzai,Afghanistan,Raees Ahmadzai,Raees Ahmadzai \xd8\xb1\xd8\xa6\xdb\x8c\xd8\xb3 \xd8\xa7\xd8\xad\xd9\x85\xd8\xaf\xd8\xb2\xdb\x8c,R Ahmadzai,RA\ \xd8\xa7\xd8\xad\xd9\x85\xd8\xaf\xd8\xb2\xdb\x8c
Ihsanullah,Afghanistan,Ihsanullah,Ihsanullah,Ihsanullah,Ihsanullah
Fazal Niazai,Afghanistan,Fazal Niazai,Fazal Niazai,F Niazai,Fazal Niazai
Gulbadin Naib,Afghanistan,Gulbadin Naib,Gulbadin Naib,G Naib,Gulbadin Naib
Noor-ul-Haq,Afghanistan,Noor-ul-Haq,Noor-ul-Haq Malekzai,Noor-ul-Haq,Noor-ul-Haq Malekzai
Shafiqullah,Afghanistan,Shafiqullah,Shafiqullah Shafaq,Shafiqullah,Shafiqullah Shafaq
Bahir Shah,Afghanistan,Bahir Shah,Bahir Shah,B Shah,Bahir Shah
Wafadar Momand,Afghanistan,Wafadar Momand,Wafadar Momand,W Momand,Wafadar Momand
Mirwais Ashraf,Afghanistan,Mirwais Ashraf,Mirwais Ashraf Khan ,M Ashraf,MAK 
Hamid Hassan,Afghanistan,Hamid Hassan,Hamid Hassan,H Hassan,Hamid Hassan
Fazalhaq Farooqi,Afghanistan,Fazalhaq Farooqi,Fazalhaq Farooqi,F Farooqi,Fazalhaq Farooqi
Abdul Rahman,Afghanistan,Abdul Rahman,Abdul Rahman,A Rahman,Abdul Rahman
Ziaur Rahman,Afghanistan,Ziaur Rahman,Ziaur Rahman,Z Rahman,Ziaur Rahman
Naveen-ul-Haq,Afghanistan,Naveen-ul-Haq,Naveen-ul-Haq Murid,Naveen-ul-Haq,Naveen-ul-Haq Murid
Nijat Masood,Afghanistan,Nijat Masood,Nijat Masood,N Masood,Nijat Masood
Aftab Alam,Afghanistan,Aftab Alam,Aftab Alam,A Alam,Aftab Alam
Qais Ahmad,Afghanistan,Qais Ahmad,Qais Ahmad Kamawal,Q Ahmad,QA Kamawal
Karim Janat,Afghanistan,Karim Janat,Karim Janat,K Janat,Karim Janat
Najeeb Tarakai,Afghanistan,Najeeb Tarakai,Najeeb Tarakai,N Tarakai,Najeeb Tarakai
Zia-ur-Rehman,Afghanistan,Zia-ur-Rehman,Zia-ur-Rehman Akbar,Zia-ur-Rehman,Zia-ur-Rehman Akbar
Sharafuddin Ashraf,Afghanistan,Sharafuddin Ashraf,Sharafuddin Ashraf,S Ashraf,Sharafuddin Ashraf
Rahmanullah Gurbaz,Afghanistan,Rahmanullah Gurbaz,Rahmanullah Gurbaz,R Gurbaz,Rahmanullah Gurbaz
Zahir Khan,Afghanistan,Zahir Khan,Zahir Khan,Z Khan,Zahir Khan
Nawroz Mangal,Afghanistan,Nawroz Mangal,Nawroz Mangal,N Mangal,Nawroz Mangal
Sediqullah Atal,Afghanistan,Sediqullah Atal,Sediqullah Atal,S Atal,Sediqullah Atal
Najibullah Zadran,Afghanistan,Najibullah Zadran,Najibullah Zadran,N Zadran,Najibullah Zadran
Zubaid Akbari,Afghanistan,Zubaid Akbari,Zubaid Akbari,Z Akbari,Zubaid Akbari
Riaz Hassan,Afghanistan,Riaz Hassan,Riaz Hassan,R Hassan,Riaz Hassan
Dawlat Ahmadzai,Afghanistan,Dawlat Ahmadzai,Dawlat Ahmadzai,D Ahmadzai,Dawlat Ahmadzai
Zamir Khan,Afghanistan,Zamir Khan,Zamir Khan,Z Khan,Zamir Khan
Mohammad Saleem,Afghanistan,Mohammad Saleem,Mohammad Saleem,M Saleem,Mohammad Saleem
Dawlat Zadran,Afghanistan,Dawlat Zadran,Dawlat Zadran,D Zadran,Dawlat Zadran
Shabir Noori,Afghanistan,Shabir Noori,Shabbir Noori,S Noori,Shabbir Noori
Hasti Gul,Afghanistan,Hasti Gul,Hasti Gul Abid,H Gul,HG Abid
Samiullah Shenwari,Afghanistan,Samiullah Shenwari,Samiullah Shinwari,S Shenwari,Samiullah Shinwari
Fareed Ahmad,Afghanistan,Fareed Ahmad,Fareed Ahmad,F Ahmad,Fareed Ahmad
Shahidullah,Afghanistan,Shahidullah,Shahidullah,Shahidullah,Shahidullah
Hashmatullah Shahidi,Afghanistan,Hashmatullah Shahidi,Hashmatullah Shahidi,H Shahidi,Hashmatullah Shahidi
Mohammad Nabi,Afghanistan,Mohammad Nabi,Mohammad Nabi Eisakhil,M Nabi,MN Eisakhil
Yamin Ahmadzai,Afghanistan,Yamin Ahmadzai,Mohammad Yamin Ahmadzai,Y Ahmadzai,MY Ahmadzai
Abdul Malik,Afghanistan,Abdul Malik,Abdul Malik,A Malik,Abdul Malik
Noor Ahmad,Afghanistan,Noor Ahmad,Noor Ahmad Lakanwal,N Ahmad,NA Lakanwal
Nasir Jamal,Afghanistan,Nasir Jamal,Nasir Jamal,N Jamal,Nasir Jamal
Abdul Wasi,Afghanistan,Abdul Wasi,Abdul Wasi,A Wasi,Abdul Wasi
Sayed Shirzad,Afghanistan,Sayed Shirzad,Sayed Shirzad,S Shirzad,Sayed Shirzad
Rahmat Shah,Afghanistan,Rahmat Shah,Rahmat Shah Zurmatai,R Shah,RS Zurmatai
Izatullah Dawlatzai,Afghanistan,Izatullah Dawlatzai,Izatullah Dawlatzai,I Dawlatzai,Izatullah Dawlatzai
Zakiullah Zaki,Afghanistan,Zakiullah Zaki,0,Z Zaki,0
Noor Ali Zadran,Afghanistan,Noor Ali Zadran,Noor Ali Zadran ,N Ali,NAZ 
Karim Sadiq,Afghanistan,Karim Sadiq,Karim Khan Sadiq,K Sadiq,KK Sadiq
Javed Ahmadi,Afghanistan,Javed Ahmadi,Javed Ahmadi,J Ahmadi,Javed Ahmadi
Amir Hamza,Afghanistan,Amir Hamza,Amir Hamza Hotak,A Hamza,AH Hotak
Rokhan Barakzai,Afghanistan,Rokhan Barakzai,Rokhan Barakzai or Rokan Barekzai,R Barakzai,RBoR Barekzai
Lucky Ali,Denmark,Lucky Ali,Lucky Ali Malik,L Ali,LA Malik
S Thanikaithasan,Denmark,Shangeev Thanikaithasan,Shangeev Thanikaithasan,S Thanikaithasan,Shangeev Thanikaithasan
Shehzad Ahmed,Denmark,Ahmed Shehzad,Shehzad Ahmed,A Shehzad,Shehzad Ahmed
Rizwan Mahmood,Denmark,Rizwan Mahmood,Rizwan Tariq Mahmood,R Mahmood,RT Mahmood
Omar Hayat,Denmark,Omar Hayat,Omar Hayat,O Hayat,Omar Hayat
Bilal Aftab,Denmark,Bilal Aftab,0,B Aftab,0
Anique Uddin,Denmark,Anique Uddin,Anique Uddin,A Uddin,Anique Uddin
HAM Shah,Denmark,Hamid Shah,Hamid Ali Mazhar Shah,H Shah,HAM Shah
Absar Khan,Denmark,Absar Khan,0,A Khan,0
S Brunsgaard,Denmark,Signe Brunsgaard,0,S Brunsgaard,0
Surya Anand,Denmark,Surya Anand,0,S Anand,0
E Karimi,Denmark,Eshan Karimi,0,E Karimi,0
Samanvita Vijay,Denmark,Samanvita Vijay,0,S Vijay,0
Saud Munir,Denmark,Saud Munir,The Denmark national cricket team,S Munir,TDnc team
L Leisner,Denmark,Line Leisner,0,L Leisner,0
T Bharaj,Denmark,Taranjit Bharaj,Taranjit Bharaj,T Bharaj,Taranjit Bharaj
A Khan,Denmark,Amjad Khan,Amjad Khan,A Khan,Amjad Khan
Delawar Khan,Denmark,Delawar Khan,Delawar Khan,D Khan,Delawar Khan
S Ostergaard,Denmark,Sofie Ostergaard,0,S Ostergaard,0
J Jojo,Denmark,Jino Jojo,Jino Jojo,J Jojo,Jino Jojo
Saran Aslam,Denmark,Saran Aslam,0,S Aslam,0
D Golechha,Denmark,Divya Golechha,0,D Golechha,0
Musa Shaheen,Denmark,Musa Shaheen,A Twenty20 International,M Shaheen,AT International
K Brock-Nielsen,Denmark,Kathrine Brock-Nielsen,0,K Brock-Nielsen,0
ND Laegsgaard,Denmark,Nicolaj Laegsgaard,Nicolaj Damgaard Laegsgaard,N Laegsgaard,ND Laegsgaard
Aftab Ahmed,Denmark,Aftab Ahmed,Aftab Ahmed,A Ahmed,Aftab Ahmed
Bashir Shah,Denmark,Bashir Shah,Syed Bashir Ahmed Shah,B Shah,SBA Shah
Zameer Khan,Denmark,Zameer Khan,Zameer Khan,Z Khan,Zameer Khan
FA Klokker,Denmark,Frederik Klokker,Frederik Andreas Klokker,F Klokker,FA Klokker
Abdullah Mahmood,Denmark,Abdullah Mahmood,0,A Mahmood,0
OD Hald,Denmark,Oliver Hald,Oliver Damgaard Hald,O Hald,OD Hald
M Kristensen,Denmark,Magnus Kristensen,0,M Kristensen,0
Shakerullah Safi,Denmark,Shakerullah Safi,0,S Safi,0
Zishan Shah,Denmark,Zishan Shah,Zishan Shah,Z Shah,Zishan Shah
M Fru,Cameroon,Maxwell Fru,0,M Fru,0
B Waluma,Cameroon,Brenda Waluma,0,B Waluma,0
P Abanda,Cameroon,Protais Abanda,0,P Abanda,0
N Ndouteng,Cameroon,Narcisse Ndouteng,0,N Ndouteng,0
I Tchakou,Cameroon,Idriss Tchakou,0,I Tchakou,0
O Ranedoumoun,Cameroon,Olive Ranedoumoun,0,O Ranedoumoun,0
S Miyaji,Japan,Shizuka Miyaji,Shizuka Miyaji,S Miyaji,Shizuka Miyaji
A Chandel,Japan,Ahilya Chandel,0,A Chandel,0
H Goto,Japan,Hinase Goto,0,H Goto,0
R Kanai,Japan,Ruan Kanai,0,R Kanai,0
K Kubota,Japan,Kohei Kubota,0,K Kubota,0
R Endo,Japan,Rio Endo,0,R Endo,0
Erika Oda,Japan,Erika Oda,0,E Oda,0
Nonoha Yasumoto,Japan,Nonoha Yasumoto,0,N Yasumoto,0
P Kumbhare,Japan,Piyush Kumbhare,0,P Kumbhare,0
A Fujikawa,Japan,Ayumi Fujikawa,0,A Fujikawa,0
K Ota,Japan,Kurumi Ota,Kurumi Ota,K Ota,Kurumi Ota
R Sakurano-Thomas,Japan,Reo Sakurano-Thomas,0,R Sakurano-Thomas,0
T Takada,Japan,Tsuyoshi Takada,0,T Takada,0
K Taniguchi,Japan,Kotone Taniguchi,0,K Taniguchi,0
A Kanada,Japan,Ayaka Kanada,0,A Kanada,0
M Shiraishi,Japan,Madoka Shiraishi,0,M Shiraishi,0
S Navaratne,Japan,Supun Navaratne,0,S Navaratne,0
I Takahashi,Japan,Ibrahim Takahashi,0,I Takahashi,0
M Taniyama,Japan,Makoto Taniyama,0,M Taniyama,0
Vinay Iyer,Japan,Vinay Iyer,0,V Iyer,0
R Drake,Japan,Ryan Drake,0,R Drake,0
E Kusuda-Nairn,Japan,Elena Kusuda-Nairn,0,E Kusuda-Nairn,0
S Kato,Japan,Shimako Kato,0,S Kato,0
E Toguchi-Quinn,Japan,Erika Toguchi-Quinn,0,E Toguchi-Quinn,0
L Yamamoto-Lake,Japan,Lachlan Yamamoto-Lake,0,L Yamamoto-Lake,0
A Kitayama,Japan,Akari Kitayama,0,A Kitayama,0
Eri Iko,Japan,Eri Iko,0,E Iko,0
M Munakata,Japan,Mako Munakata,0,M Munakata,0
K Kadowaki-Fleming,Japan,Kendel Kadowaki-Fleming,0,K Kadowaki-Fleming,0
N Tokizawa,Japan,Nao Tokizawa,0,N Tokizawa,0
M Kanno,Japan,Miho Kanno,Miho Kanno,M Kanno,Miho Kanno
D Suzuki,Japan,Declan Suzuki,0,D Suzuki,0
H Iwasaki,Japan,Haruna Iwasaki,0,H Iwasaki,0
M Ogawa,Japan,Meg Ogawa,0,M Ogawa,0
S Kimura,Japan,Shogo Kimura,Shogo Kimura,S Kimura,Shogo Kimura
S Ravichandran,Japan,Sabaorish Ravichandran,0,S Ravichandran,0
W Miyauchi,Japan,Wataru Miyauchi,0,W Miyauchi,0
Kiyo Fujikawa,Japan,Kiyo Fujikawa,0,K Fujikawa,0
Seika Sumi,Japan,Seika Sumi,0,S Sumi,0
M Yoshioka,Japan,Minami Yoshioka,0,M Yoshioka,0
M Yanagida,Japan,Mai Yanagida,Mai Yanagida,M Yanagida,Mai Yanagida
K Nanno,Japan,Kasumi Nanno,0,K Nanno,0
LN Rajbanshi,Nepal,Lalit Rajbanshi,Lalit Narayan Rajbanshi,L Rajbanshi,LN Rajbanshi
Karan KC,Nepal,Karan KC,Karan K.C.,K KC,Karan K.C.
S Khatiwada,Nepal,Suman Khatiwada,Suman Khatiwada,S Khatiwada,Suman Khatiwada
Anjali Chand,Nepal,Anjali Chand,Anjali Chand,A Chand,Anjali Chand
I Barma,Nepal,Indu Barma,Indu Barma,I Barma,Indu Barma
Samjhana Khadka,Nepal,Samjhana Khadka,0,S Khadka,0
SR Magar,Nepal,Sita Rana Magar,Sita Rana Magar,S Rana,SR Magar
KS Airee,Nepal,Kamal Singh Airee,Kamal Singh Airee,K Singh,KS Airee
Roma Thapa,Nepal,Roma Thapa,Roma Thapa,R Thapa,Roma Thapa
Sompal Kami,Nepal,Sompal Kami,Sompal Kami,S Kami,Sompal Kami
Karuna Bhandari,Nepal,Karuna Bhandari,Karuna Bhandari,K Bhandari,Karuna Bhandari
K Marasini,Nepal,Kritika Marasini,0,K Marasini,0
S Bhari,Nepal,Sushan Bhari,Sushan Bhari,S Bhari,Sushan Bhari
S Vesawkar,Nepal,Sharad Vesawkar,Sharad Vesawkar,S Vesawkar,Sharad Vesawkar
K Kunwar,Nepal,Kabita Kunwar,Kabita Kunwar,K Kunwar,Kabita Kunwar
S Magar,Nepal,Sarita Magar,Sarita Magar,S Magar,Sarita Magar
A Bidari,Nepal,Aarati Bidari,Aarati Bidari,A Bidari,Aarati Bidari
A Karmacharya,Nepal,Asmina Karmacharya,Asmina Karmacharya,A Karmacharya,Asmina Karmacharya
DS Airee,Nepal,Dipendra Singh Airee,Dipendra Singh Airee,D Singh,DS Airee
Aasif Sheikh,Nepal,Aasif Sheikh,Aasif Sheikh,A Sheikh,Aasif Sheikh
SC Kumari,Nepal,Saraswati Kumari,Saraswati Chaudhary Kumari,S Kumari,SC Kumari
I Bist,Nepal,Ishwori Bist,0,I Bist,0
B Rawal,Nepal,Bindu Rawal,Bindu Rawal,B Rawal,Bindu Rawal
Pratis GC,Nepal,Pratis GC,Pratish Gharti Chhetri,P GC,PG Chhetri
K Dangol,Nepal,Khusi Dangol,0,K Dangol,0
Bikram Sob,Nepal,Bikram Sob,Bikram Sob,B Sob,Bikram Sob
SP Gauchan,Nepal,Shakti Gauchan,Shakti Prasad Gauchan,S Gauchan,SP Gauchan
Aarif Sheikh,Nepal,Aarif Sheikh,Aarif Sheikh,A Sheikh,Aarif Sheikh
B Regmi,Nepal,Basanta Regmi,Basanta Regmi,B Regmi,Basanta Regmi
B Bhandari,Nepal,Binod Bhandari,Binod Bhandari,B Bhandari,Binod Bhandari
Nary Thapa,Nepal,Nary Thapa,Nary Thapa,N Thapa,Nary Thapa
A Saud,Nepal,Arjun Saud,Arjun Saud,A Saud,Arjun Saud
Puja Mahato,Nepal,Puja Mahato,0,P Mahato,0
A Bohara,Nepal,Abinash Bohara,Abinash Bohara,A Bohara,Abinash Bohara
P Khadka,Nepal,Paras Khadka,Paras Khadka,P Khadka,Paras Khadka
K Joshi,Nepal,Kabita Joshi,Kabita Joshi,K Joshi,Kabita Joshi
K Shrestha,Nepal,Kajal Shrestha,Kajal Shrestha,K Shrestha,Kajal Shrestha
D Khanal,Nepal,Dev Khanal,Dev Khanal,D Khanal,Dev Khanal
Sagar Pun,Nepal,Sagar Pun,Sagar Pun,S Pun,Sagar Pun
J Pandey,Nepal,Jyoti Pandey,Jyoti Pandey,J Pandey,Jyoti Pandey
Sabnam Rai,Nepal,Sabnam Rai,Sabnam Rai,S Rai,Sabnam Rai
H Roy,Nepal,Hiranmayee Roy,0,H Roy,0
Mohammad Aadil Alam,Nepal,Mohammad Aadil Alam,"Mohammad Aadil Alam, also known as Aadil Ansari",M Aadil,MAAakaA Ansari
H Shah,Nepal,Harishankar Shah,A One Day International,H Shah,AOD International
AK Sah,Nepal,Anil Sah,Anil Kumar Sah,A Sah,AK Sah
Sangita Rai,Nepal,Sangita Rai,Sangita Rai,S Rai,Sangita Rai
Gulsan Jha,Nepal,Gulsan Jha,Gulsan Jha,G Jha,Gulsan Jha
D Bhatta,Nepal,Dolly Bhatta,Dolly Bhatta,D Bhatta,Dolly Bhatta
K Mahato,Nepal,Kishore Mahato,0,K Mahato,0
RK Paudel,Nepal,Rohit Paudel,Rohit Kumar Paudel,R Paudel,RK Paudel
Apsari Begam,Nepal,Apsari Begam,Apsari Begam,A Begam,Apsari Begam
G Malla,Nepal,Gyanendra Malla,Gyanendra Malla,G Malla,Gyanendra Malla
Kushal Malla,Nepal,Kushal Malla,Kushal Malla,K Malla,Kushal Malla
S Dhakal,Nepal,Sagar Dhakal,Sagar Dhakal,S Dhakal,Sagar Dhakal
S Dhamala,Nepal,Sunil Dhamala,Dhamala,S Dhamala,Dhamala
S Lamichhane,Nepal,Sandeep Lamichhane,Sandeep Lamichhane,S Lamichhane,Sandeep Lamichhane
Basir Ahamad,Nepal,Basir Ahamad,Basir Ahamad,B Ahamad,Basir Ahamad
B Sharki,Nepal,Bhim Sharki,Bhim Sharki,B Sharki,Bhim Sharki
S Jora,Nepal,Sundeep Jora,Sundeep Jora,S Jora,Sundeep Jora
K Bhurtel,Nepal,Kushal Bhurtel,Kushal Bhurtel,K Bhurtel,Kushal Bhurtel
P Sarraf,Nepal,Pawan Sarraf,Pawan Sarraf,P Sarraf,Pawan Sarraf
S Khadka,Nepal,Sonu Khadka,Sonu Khadka,S Khadka,Sonu Khadka
Pen Samon,Cambodia,Pen Samon,0,P Samon,0
Hon Sovannary,Cambodia,Hon Sovannary,0,H Sovannary,0
Sean Chan Boromey,Cambodia,Sean Chan Boromey,0,S Chan,0
Heal Theara,Cambodia,Heal Theara,0,H Theara,0
Dok Da Nit,Cambodia,Dok Da Nit,0,D Da,0
Soung Seav,Cambodia,Soung Seav,0,S Seav,0
Ouen Sophy,Cambodia,Ouen Sophy,0,O Sophy,0
Pech Pisa,Cambodia,Pech Pisa,0,P Pisa,0
Hor Siv na,Cambodia,Hor Siv na,0,H Siv,0
Sok Srey Maov,Cambodia,Sok Srey Maov,0,S Srey,0
Ly Saomakara,Cambodia,Ly Saomakara,0,L Saomakara,0
A Dhingra,Luxembourg,Amit Dhingra,"In April 2018, the ICC decided to grant full Twenty20 International",A Dhingra,IA2tIdtgfT International
G Venkateswaran,Luxembourg,Girish Venkateswaran,0,G Venkateswaran,0
S Kushretha,Luxembourg,Saransh Kushretha,0,S Kushretha,0
A Nanda,Luxembourg,Ankush Nanda,0,A Nanda,0
E Jabarkhel,Luxembourg,Eliyas Jabarkhel,0,E Jabarkhel,0
A Trivedi,Luxembourg,Ansh Trivedi,0,A Trivedi,0
P Malav,Luxembourg,Pankaj Malav,0,P Malav,0
T Whiteman,Luxembourg,Tony Whiteman,0,T Whiteman,0
Anoop Orsu,Luxembourg,Anoop Orsu,0,A Orsu,0
S Browne,Luxembourg,Scott Browne,0,S Browne,0
M Cope,Luxembourg,Marcus Cope,0,M Cope,0
S Vats,Luxembourg,Shameek Vats,0,S Vats,0
V Vijh,Luxembourg,Vikram Vijh,0,V Vijh,0
J Barker,Luxembourg,James Barker,0,J Barker,0
R Heyns,Luxembourg,Reinhardt Heyns,0,R Heyns,0
Atif Kamal,Luxembourg,Atif Kamal,"In April 2018, the ICC decided to grant full Twenty20 International",A Kamal,IA2tIdtgfT International
A Halbhavi,Luxembourg,Amit Halbhavi,0,A Halbhavi,0
J Mees,Luxembourg,Joost Mees,0,J Mees,0
A Bhadauria,Luxembourg,Anshuman Bhadauria,0,A Bhadauria,0
A Manepalli,Luxembourg,Advyth Manepalli,0,A Manepalli,0
M Dixit,Luxembourg,Mohit Dixit,0,M Dixit,0
R Vishwanath,Luxembourg,Roshan Vishwanath,"In April 2018, the ICC decided to grant full Twenty20 International",R Vishwanath,IA2tIdtgfT International
Prajna Jagdeesha,Bahrain,Prajna Jagdeesha,0,P Jagdeesha,0
Mohammed Sameer,Bahrain,Mohammed Sameer,Bahrain,M Sameer,Bahrain
Mohsin Zaki,Bahrain,Mohsin Zaki,0,M Zaki,0
Sadamali Bhakshala,Bahrain,Sadamali Bhakshala,0,S Bhakshala,0
Anasim Khan,Bahrain,Anasim Khan,0,A Khan,0
N Thailappan,Bahrain,Naveen Thailappan,0,N Thailappan,0
A Samildeen,Bahrain,Asha Samildeen,0,A Samildeen,0
